,text,emotion,target_utterance,context_utterances,full_text,text_cleaned
207,"Mummy ji, maine joke mara, aap ko hasane ke liye. Tum mujhe hasana chaahati ho! To kaho na ki tum ghar bohot saaf suthra rakhati ho, ya ki tumhaara taste bohot classy hai. Magar mera taste to sach moochclassy hai. hahaha!.. Dekha!",2,hahaha!.. Dekha!,"Mummy ji, maine joke mara, aap ko hasane ke liye. Tum mujhe hasana chaahati ho! To kaho na ki tum ghar bohot saaf suthra rakhati ho, ya ki tumhaara taste bohot classy hai. Magar mera taste to sach moochclassy hai.","Mummy ji, maine joke mara, aap ko hasane ke liye. Tum mujhe hasana chaahati ho! To kaho na ki tum ghar bohot saaf suthra rakhati ho, ya ki tumhaara taste bohot classy hai. Magar mera taste to sach moochclassy hai. hahaha!.. Dekha!",mumi ji main juke mara ap ku hasan ke liy tum mujh hasana chahati hu tu kahu na ki tum ghar buhut saf suthra rakhati hu ya ki tumhara tast buhut clasi hai magar mera tast tu sach muchclasi hai hahaha dekha
208, Aur upar se Maya ka vo bhayaanak chehara! Daaku jaisa!,2,Aur upar se Maya ka vo bhayaanak chehara! Daaku jaisa!,, Aur upar se Maya ka vo bhayaanak chehara! Daaku jaisa!,aur upar se maya ka vu bhayanak chehara daku jaisa
209,"Madhu fufa, kiski beti hai? Kiski beti hai? Aray chotu bhai Sangaadiya hai na, Ne.P.N.C road pe rehate hai, unki beti hai. Vo Sangaadiya textile vaale? Ne.P.N.C road pe rehati hai unki beti. Haan, lekin Sangaadiya textile vaale na? Lo, mai Ne.P.N.C road bol raha hu to bhi! Alright, Ne.P.N.C road vaale. Nahi nahi, Mafatlaal textile nahi, Sangaadiya textile! Monisha inko yaha aate hue kisine dekha to nahi hoga na!",0,Monisha inko yaha aate hue kisine dekha to nahi hoga na!,"Madhu fufa, kiski beti hai? Kiski beti hai? Aray chotu bhai Sangaadiya hai na, Ne.P.N.C road pe rehate hai, unki beti hai. Vo Sangaadiya textile vaale? Ne.P.N.C road pe rehati hai unki beti. Haan, lekin Sangaadiya textile vaale na? Lo, mai Ne.P.N.C road bol raha hu to bhi! Alright, Ne.P.N.C road vaale. Nahi nahi, Mafatlaal textile nahi, Sangaadiya textile!","Madhu fufa, kiski beti hai? Kiski beti hai? Aray chotu bhai Sangaadiya hai na, Ne.P.N.C road pe rehate hai, unki beti hai. Vo Sangaadiya textile vaale? Ne.P.N.C road pe rehati hai unki beti. Haan, lekin Sangaadiya textile vaale na? Lo, mai Ne.P.N.C road bol raha hu to bhi! Alright, Ne.P.N.C road vaale. Nahi nahi, Mafatlaal textile nahi, Sangaadiya textile! Monisha inko yaha aate hue kisine dekha to nahi hoga na!",madhu fufa kiski beti hai kiski beti hai aray chutu bhai sangadiya hai na ne p n c ruad pe rehat hai unki beti hai vu sangadiya textil vale ne p n c ruad pe rehati hai unki beti han lekin sangadiya textil vale na lu mai ne p n c ruad bul raha hu tu bhi alright ne p n c ruad vale nahi nahi mafatl textil nahi sangadiya textil munisha inku yaha ate hue kisin dekha tu nahi huga na
210,"Oh my God! Aray to fir kya ataka inke gale mein? Baraf ka tukada hoga. Barf? Haan, vo deep freezer se poha nikasla tha na, to ho sakta hai ki kuch tukada pigle nahi honge. Dad dad dad Pani pijiye aap! Cough! Haan Soniya, it's dad... Vo jaa rahe hai duniya chod ke...",1,"Haan Soniya, it's dad... Vo jaa rahe hai duniya chod ke...","Oh my God! Aray to fir kya ataka inke gale mein? Baraf ka tukada hoga. Barf? Haan, vo deep freezer se poha nikasla tha na, to ho sakta hai ki kuch tukada pigle nahi honge. Dad dad dad Pani pijiye aap! Cough!","Oh my God! Aray to fir kya ataka inke gale mein? Baraf ka tukada hoga. Barf? Haan, vo deep freezer se poha nikasla tha na, to ho sakta hai ki kuch tukada pigle nahi honge. Dad dad dad Pani pijiye aap! Cough! Haan Soniya, it's dad... Vo jaa rahe hai duniya chod ke...",oh gud aray tu fir kya ataka ink gale mein baraf ka tukada huga barf han vu dep frejer se puha nikasla tha na tu hu sakta hai ki kuch tukada pigl nahi hung dad dad dad pani pijiy ap cugh han suniya dad vu ja rahe hai duniya chud ke
211,"Superb mummy ji, superb! Aap ko to kisi TV serial mein acting karani chaahiye! Kamini, kulta, neech, haramjaadi..., saas ke role mein.",2,"Kamini, kulta, neech, haramjaadi..., saas ke role mein.","Superb mummy ji, superb! Aap ko to kisi TV serial mein acting karani chaahiye!","Superb mummy ji, superb! Aap ko to kisi TV serial mein acting karani chaahiye! Kamini, kulta, neech, haramjaadi..., saas ke role mein.",superb mumi ji superb aap ku tu kisi tv serial mein act karani chahiy kamini kulta nech haramjadi sa ke rule mein
212,"ke jo kaam kaaj. reverse karna ata nhi hai or ek crore barah lakh ki gadi chalane chali ho. kya pahad tut jata agar maya tumse pehle gadi chala leti? pehle me, pehle me, pehle me ki ratt lagaye bethi thi. haiila, daddy ji, aap hi ne to kaha tha. mujhe beech me mat ghaseeto huh monisha. me court me kuch nhi kehne wala judge ke samne. yes. court me? haan! jab sahil ko pta chalega tab wo tumhe court me to ghaseet ke le hi jaega na divorce ke liye. huh? kya? hahaha. maan gyi? are budhu me tumhari tang kheench rha tha. me or tu hai support me esa kabhi hua hai? aap support karenge na daddy ji? ye bhi koi puchne ki baat hai? divorce ke baad bhi tum mere hi sath rahogi!",0,ye bhi koi puchne ki baat hai? divorce ke baad bhi tum mere hi sath rahogi!,"ke jo kaam kaaj. reverse karna ata nhi hai or ek crore barah lakh ki gadi chalane chali ho. kya pahad tut jata agar maya tumse pehle gadi chala leti? pehle me, pehle me, pehle me ki ratt lagaye bethi thi. haiila, daddy ji, aap hi ne to kaha tha. mujhe beech me mat ghaseeto huh monisha. me court me kuch nhi kehne wala judge ke samne. yes. court me? haan! jab sahil ko pta chalega tab wo tumhe court me to ghaseet ke le hi jaega na divorce ke liye. huh? kya? hahaha. maan gyi? are budhu me tumhari tang kheench rha tha. me or tu hai support me esa kabhi hua hai? aap support karenge na daddy ji?","ke jo kaam kaaj. reverse karna ata nhi hai or ek crore barah lakh ki gadi chalane chali ho. kya pahad tut jata agar maya tumse pehle gadi chala leti? pehle me, pehle me, pehle me ki ratt lagaye bethi thi. haiila, daddy ji, aap hi ne to kaha tha. mujhe beech me mat ghaseeto huh monisha. me court me kuch nhi kehne wala judge ke samne. yes. court me? haan! jab sahil ko pta chalega tab wo tumhe court me to ghaseet ke le hi jaega na divorce ke liye. huh? kya? hahaha. maan gyi? are budhu me tumhari tang kheench rha tha. me or tu hai support me esa kabhi hua hai? aap support karenge na daddy ji? ye bhi koi puchne ki baat hai? divorce ke baad bhi tum mere hi sath rahogi!",ke ju kam kaj revers karna ata nhi hai ur ek crure barah lakh ki gadi chalan chali hu kya pahad tut jata agar maya tums pehl gadi chala leti pehl pehl pehl ki rat lagay bethi thi haila dadi ji ap hi ne tu kaha tha mujh bech mat ghasetu huh munisha curt kuch nhi kehn vala judg ke samn ye curt han jab sahil ku pta chalega tab vu tumh curt tu ghaset ke le hi jaega na divurc ke liy huh kya hahaha man gyi budhu tumhari tang khench rha tha ur tu hai supurt esa kabhi hua hai ap supurt kareng na dadi ji ye bhi kui puchn ki bat hai divurc ke bad bhi tum mere hi sath rahugi
213,You're right Indravardhan. Bhai humare maa-baap ne to hume cheekhaana chillana sikhaya hi nahi. Is maamale mein hum thode kamjor hai. Isiliye mai Monisha ko apne saath lekar ja rahi hu! Chalati firati loudspeaker! Hahaha.,2,Isiliye mai Monisha ko apne saath lekar ja rahi hu! Chalati firati loudspeaker! Hahaha.,You're right Indravardhan. Bhai humare maa-baap ne to hume cheekhaana chillana sikhaya hi nahi. Is maamale mein hum thode kamjor hai.,You're right Indravardhan. Bhai humare maa-baap ne to hume cheekhaana chillana sikhaya hi nahi. Is maamale mein hum thode kamjor hai. Isiliye mai Monisha ko apne saath lekar ja rahi hu! Chalati firati loudspeaker! Hahaha.,yu right indravardhan bhai humar bap ne tu hume chekhana chilana sikhaya hi nahi mamal mein hum thude kamjur hai isiliy mai munisha ku apn sath lekar ja rahi hu chalati firati ludspeak hahaha
214,"Monisha, Monisha! Haan? Vo dekho na, maan na maan, mai tera mehemaan.. Rummy khel rahe hai! Aray haan! Aray yo, phookatchando! Muft ka agar kha pi liya ho to chalo abhi antaakshari khelo! Chalo, chalo!",0,"Aray yo, phookatchando! Muft ka agar kha pi liya ho to chalo abhi antaakshari khelo! Chalo, chalo!","Monisha, Monisha! Haan? Vo dekho na, maan na maan, mai tera mehemaan.. Rummy khel rahe hai! Aray haan!","Monisha, Monisha! Haan? Vo dekho na, maan na maan, mai tera mehemaan.. Rummy khel rahe hai! Aray haan! Aray yo, phookatchando! Muft ka agar kha pi liya ho to chalo abhi antaakshari khelo! Chalo, chalo!",munisha munisha han vu dekhu na man na man mai tera meheman rumi khel rahe hai aray han aray yu phukatchandu muft ka agar kha pi liya hu tu chalu abhi antakshari khelu chalu chalu
215,"Aap ne! Poora cake! Usne to mujhe bola... Kya!? Mai kia vo... Jor se boliye! Mera koi kasoor nahi hai Sahil, inn donone mujhe ukasaaya isliye... Kin dono ne? Inn, inn dono ne! Ab bol na! Chup kyu hai! Tum bhi bolo! Ek to cake khaaya, vo ek paagal pan kiya! Ab aap actually paagal ho gaye hai! Aur dekha! Monishnaath swaami ji! Aap ki agani pariksha na nateeja! Pahali baar aksar insaan bhatak jaata hai Sahil. Lekin agali baar... Shut up! Shut up! Agali baar tum dad ke saamane detergent cake bhi nahi rakhogi!",0,Shut up! Shut up! Agali baar tum dad ke saamane detergent cake bhi nahi rakhogi!,"Aap ne! Poora cake! Usne to mujhe bola... Kya!? Mai kia vo... Jor se boliye! Mera koi kasoor nahi hai Sahil, inn donone mujhe ukasaaya isliye... Kin dono ne? Inn, inn dono ne! Ab bol na! Chup kyu hai! Tum bhi bolo! Ek to cake khaaya, vo ek paagal pan kiya! Ab aap actually paagal ho gaye hai! Aur dekha! Monishnaath swaami ji! Aap ki agani pariksha na nateeja! Pahali baar aksar insaan bhatak jaata hai Sahil. Lekin agali baar...","Aap ne! Poora cake! Usne to mujhe bola... Kya!? Mai kia vo... Jor se boliye! Mera koi kasoor nahi hai Sahil, inn donone mujhe ukasaaya isliye... Kin dono ne? Inn, inn dono ne! Ab bol na! Chup kyu hai! Tum bhi bolo! Ek to cake khaaya, vo ek paagal pan kiya! Ab aap actually paagal ho gaye hai! Aur dekha! Monishnaath swaami ji! Aap ki agani pariksha na nateeja! Pahali baar aksar insaan bhatak jaata hai Sahil. Lekin agali baar... Shut up! Shut up! Agali baar tum dad ke saamane detergent cake bhi nahi rakhogi!",aap ne pura cake usn tu mujh bula kya mai kia vu jur se buliy mera kui kasur nahi hai sahil dunun mujh ukasaya isliy kin dunu ne dunu ne ab bul na chup kyu hai tum bhi bulu ek tu cake khaya vu ek pagal pan kiya ab ap actuali pagal hu gay hai aur dekha munishnath svami ji aap ki agani pariksha na nateja pahali bar aksar insan bhatak jata hai sahil lekin agali bar shut shut agali bar tum dad ke saman deterg cake bhi nahi rakhugi
216,"Hum dono jaaenge, mai or mera darling beta! Umm, lekin Monisha! Tum Monisha ko lunch ke liye le jaana, I mean if you don't mind. But use Zodiac Bistro bilkul mat le jaana, warna vo to bechaari apane naakhoon chaba chaba kar hi pait bhar legi! Monisha naakhoon nhi chabaati hai mom... Zodiac Bistro ka menu dekhegi to jaroor chabaaegi! ""Haww! Mineral water 110 rupees! Haww!"" Aray to tum kyu bura maan rahe ho, I am just joking! Hahaha! Decided! Match is important, mai nahi aaunga! Thank you so much darling! isse achchha tohfa tum mujhe de hi nahi sakte the!",2,Thank you so much darling! isse achchha tohfa tum mujhe de hi nahi sakte the!,"Hum dono jaaenge, mai or mera darling beta! Umm, lekin Monisha! Tum Monisha ko lunch ke liye le jaana, I mean if you don't mind. But use Zodiac Bistro bilkul mat le jaana, warna vo to bechaari apane naakhoon chaba chaba kar hi pait bhar legi! Monisha naakhoon nhi chabaati hai mom... Zodiac Bistro ka menu dekhegi to jaroor chabaaegi! ""Haww! Mineral water 110 rupees! Haww!"" Aray to tum kyu bura maan rahe ho, I am just joking! Hahaha! Decided! Match is important, mai nahi aaunga!","Hum dono jaaenge, mai or mera darling beta! Umm, lekin Monisha! Tum Monisha ko lunch ke liye le jaana, I mean if you don't mind. But use Zodiac Bistro bilkul mat le jaana, warna vo to bechaari apane naakhoon chaba chaba kar hi pait bhar legi! Monisha naakhoon nhi chabaati hai mom... Zodiac Bistro ka menu dekhegi to jaroor chabaaegi! ""Haww! Mineral water 110 rupees! Haww!"" Aray to tum kyu bura maan rahe ho, I am just joking! Hahaha! Decided! Match is important, mai nahi aaunga! Thank you so much darling! isse achchha tohfa tum mujhe de hi nahi sakte the!",hum dunu jaeng mai ur mera darl beta um lekin munisha tum munisha ku lunch ke liy le jana mean yu dun mind use zudiac bistru bilkul mat le jana varna vu tu bechari apan nakhun chaba chaba kar hi pait bhar legi munisha nakhun nhi chabati hai mum zudiac bistru ka menu dekhegi tu jarur chabaegi hav miner vater 10 rupe hav aray tu tum kyu bura man rahe hu juke hahaha decid match impurt mai nahi aunga thank yu su much darl ise achcha tuhfa tum mujh de hi nahi sakt
217,"Aur kisne kya tha phone Rosesh ko? Ye credit card vaale vo, teleshopping vaali ladki. Waste of time! Maine kaha diya ki I am not interested. Ab mai samjhi, kisi ne tumhe kuch bechane ke liye Sad bar phone kiya aur tumne mana karne ke liye samne se 7 bar phone kiya!",2,"Ab mai samjhi, kisi ne tumhe kuch bechane ke liye Sad bar phone kiya aur tumne mana karne ke liye samne se 7 bar phone kiya!","Aur kisne kya tha phone Rosesh ko? Ye credit card vaale vo, teleshopping vaali ladki. Waste of time! Maine kaha diya ki I am not interested.","Aur kisne kya tha phone Rosesh ko? Ye credit card vaale vo, teleshopping vaali ladki. Waste of time! Maine kaha diya ki I am not interested. Ab mai samjhi, kisi ne tumhe kuch bechane ke liye Sad bar phone kiya aur tumne mana karne ke liye samne se 7 bar phone kiya!",aur kisn kya tha phune rusesh ku ye credit card vale vu teleshup vali ladki wast uf time main kaha diya ki nut interest ab mai samjhi kisi ne tumh kuch bechan ke liy sad bar phune kiya aur tumn mana karn ke liy samn se 7 bar phune kiya
218,keep quiet both of you please sahil tum jaa kar ke wo belt le aao please ye monisha ki bacchi le ayegi na . dewar ki chamchi. come on get his belt,0,ye monisha ki bacchi le ayegi na . dewar ki chamchi. come on get his belt,keep quiet both of you please sahil tum jaa kar ke wo belt le aao please,keep quiet both of you please sahil tum jaa kar ke wo belt le aao please ye monisha ki bacchi le ayegi na . dewar ki chamchi. come on get his belt,kep kuiet buth uf yu pleas sahil tum ja kar ke vu belt le au pleas ye munisha ki bachi le ayegi na devar ki chamchi cume un get belt
219,"Ahh.. Hein? Indravardhan, vo refrigerator repair vaale ko phone karo na baba. Humara fridge kharab ho gaya hai. Aur mera dimmakh bhe.",0,Aur mera dimmakh bhe.,"Ahh.. Hein? Indravardhan, vo refrigerator repair vaale ko phone karo na baba. Humara fridge kharab ho gaya hai.","Ahh.. Hein? Indravardhan, vo refrigerator repair vaale ko phone karo na baba. Humara fridge kharab ho gaya hai. Aur mera dimmakh bhe.",ah hein indravardhan vu refrigeratur repair vale ku phune karu na baba humara fridg kharab hu gaya hai aur mera dimakh bhe
220,hush hush hush hush rosesh ye kya kar rha hai tu dad mei lehra raha hun naye natak mei hawa ka role kar raha hun kaise ulte seedhe role karta hai tu pichle natak mei kya bana tha jismei apni peet par rengte rengte dialogue bol rha tha dusro ki silverte todte todte tut chuki hun mein,2,kaise ulte seedhe role karta hai tu pichle natak mei kya bana tha jismei apni peet par rengte rengte dialogue bol rha tha dusro ki silverte todte todte tut chuki hun mein,hush hush hush hush rosesh ye kya kar rha hai tu dad mei lehra raha hun naye natak mei hawa ka role kar raha hun,hush hush hush hush rosesh ye kya kar rha hai tu dad mei lehra raha hun naye natak mei hawa ka role kar raha hun kaise ulte seedhe role karta hai tu pichle natak mei kya bana tha jismei apni peet par rengte rengte dialogue bol rha tha dusro ki silverte todte todte tut chuki hun mein,hush hush hush hush rusesh ye kya kar rha hai tu dad mei lehra raha hun nay natak mei hava ka rule kar raha hun kais ult sedh rule karta hai tu pichl natak mei kya bana tha jismei apni pet par rengt rengt dialugu bul rha tha dusru ki silvert tudt tudt tut chuki hun mein
221,Sahil bhai Madhu Fufa Sun sakte hain are you crazy,2,are you crazy,Sahil bhai Madhu Fufa Sun sakte hain,Sahil bhai Madhu Fufa Sun sakte hain are you crazy,sahil bhai madhu fufa sun sakt hain yu craji
222,"Mujhe tere ghar mein rahane mein koi aitraaz nahi hai, lekin apana ghar aakhir apana ghar hota hai na! Upar se vo ghar to ghar bhi hai.",2,Upar se vo ghar to ghar bhi hai.,"Mujhe tere ghar mein rahane mein koi aitraaz nahi hai, lekin apana ghar aakhir apana ghar hota hai na!","Mujhe tere ghar mein rahane mein koi aitraaz nahi hai, lekin apana ghar aakhir apana ghar hota hai na! Upar se vo ghar to ghar bhi hai.",mujh tere ghar mein rahan mein kui aitraj nahi hai lekin apana ghar akhir apana ghar huta hai na upar se vu ghar tu ghar bhi hai
223,Sweetie... It's all right momma. I'll be fine. But what about us!,0,But what about us!,Sweetie... It's all right momma. I'll be fine.,Sweetie... It's all right momma. I'll be fine. But what about us!,sveti al right muma l fine vhat abut us
224,"Aap dekhna chaahati hai ki vo mujhase kitna pyaar karte hai? Definitely! Daddy, mujhe pyaas lagi hai, pani? Ofcourse, ah, beta sadha piyoge ya thanda? Mere munna! Unbelievable!",1,Unbelievable!,"Aap dekhna chaahati hai ki vo mujhase kitna pyaar karte hai? Definitely! Daddy, mujhe pyaas lagi hai, pani? Ofcourse, ah, beta sadha piyoge ya thanda? Mere munna!","Aap dekhna chaahati hai ki vo mujhase kitna pyaar karte hai? Definitely! Daddy, mujhe pyaas lagi hai, pani? Ofcourse, ah, beta sadha piyoge ya thanda? Mere munna! Unbelievable!",aap dekhna chahati hai ki vu mujhas kitna pyar kart hai definit dadi mujh pya lagi hai pani ofcurs ah beta sadha piyug ya thanda mere muna unbeliev
225,sahil sahil meine service charge ke 300 rupaye bacha liye heheh congratulations. toh champagne khole ya jaljeera se kaam chalega,2,congratulations. toh champagne khole ya jaljeera se kaam chalega,sahil sahil meine service charge ke 300 rupaye bacha liye heheh,sahil sahil meine service charge ke 300 rupaye bacha liye heheh congratulations. toh champagne khole ya jaljeera se kaam chalega,sahil sahil mein servic charg ke 30 rupay bacha liy heheh cungratulatiun tuh champagn khule ya jaljera se kam chalega
